month,date,vol,vol_unadj,age_group
117,2009-10,3831308958.04741,3969802728,Age 30-44
117,2009-10,6837977437.69722,6918399017,Younger than 30
117,2009-10,84402159.7183305,83989536,Age 65 and older
118,2009-11,2274660477.11033,1440392312,Age 45-64
118,2009-11,3983755549.62982,2933414752,Age 30-44
118,2009-11,7134375183.85567,4545765992,Younger than 30
118,2009-11,82950702.2035664,52337680,Age 65 and older
119,2009-12,2409546520.57806,1271242848,Age 45-64
119,2009-12,4029927836.52963,2699637360,Age 30-44
119,2009-12,7019534691.17219,4016093280,Younger than 30
119,2009-12,76751081.0757106,52786872,Age 65 and older
120,2010-01,2427647444.06835,1895027728,Age 45-64
120,2010-01,4146845715.63547,3839155824,Age 30-44
120,2010-01,7106010955.16435,5435142520,Younger than 30
120,2010-01,84925299.6489919,68496388,Age 65 and older
121,2010-02,2359821359.69018,1439918560,Age 45-64
121,2010-02,4114622448.01253,3154720216,Age 30-44
121,2010-02,7310630811.12034,4050020560,Younger than 30
121,2010-02,87303391.0152197,56364016,Age 65 and older
122,2010-03,2207517795.00809,1396641192,Age 45-64
122,2010-03,4136846076.07643,3252711792,Age 30-44
122,2010-03,7592962696.32544,3545032056,Younger than 30
122,2010-03,96949826.9121879,66604200,Age 65 and older
123,2010-04,2192028437.51908,1341873192,Age 45-64
123,2010-04,3821348656.83483,2842641128,Age 30-44
123,2010-04,7090494742.26066,3078265064,Younger than 30
123,2010-04,73547109.6828312,43438968,Age 65 and older
124,2010-05,2102654637.8318,1276614368,Age 45-64
124,2010-05,3537597575.3317,2850390960,Age 30-44
124,2010-05,6194872626.41037,3534204056,Younger than 30
124,2010-05,78948637.1959679,62135792,Age 65 and older
125,2010-06,1942871327.86053,1359633748,Age 45-64
125,2010-06,3540678940.61033,3308773224,Age 30-44
125,2010-06,6151805160.05707,4005798864,Younger than 30
125,2010-06,73626202.0027066,52591776,Age 65 and older
126,2010-07,1627424349.32233,1319365328,Age 45-64
126,2010-07,3139351268.91573,2996313032,Age 30-44
126,2010-07,53886061.9778627,52679520,Age 65 and older
126,2010-07,5495917172.07046,4193758872,Younger than 30
127,2010-08,2010989598.61563,5640350080,Age 45-64
127,2010-08,3444215202.72051,6764311024,Age 30-44
127,2010-08,5775417827.27894,19168307280,Younger than 30
127,2010-08,72264694.5453588,176444488,Age 65 and older
128,2010-09,119252084.159296,249120528,Age 65 and older
128,2010-09,2255460243.14995,5174551752,Age 45-64
128,2010-09,3738965807.4507,6350784060,Age 30-44
128,2010-09,5922891574.56923,13738740864,Younger than 30
129,2010-10,132223954.451265,125982968,Age 65 and older
129,2010-10,2264234545.04762,2212053992,Age 45-64
129,2010-10,3663334490.84231,3662976592,Age 30-44
129,2010-10,6182019552.89968,5900794500,Younger than 30
130,2010-11,2005736654.09627,1327187304,Age 45-64
130,2010-11,3545436412.71641,2650747672,Age 30-44
130,2010-11,5337244766.86532,3391100520,Younger than 30
130,2010-11,97436429.6972757,62624864,Age 65 and older
131,2010-12,1865111045.73111,982276488,Age 45-64
131,2010-12,3144378686.30285,2077697976,Age 30-44
131,2010-12,5314663204.9341,3011892728,Younger than 30
131,2010-12,60707835.3025165,39784488,Age 65 and older
132,2011-01,1960848958.15144,1519179224,Age 45-64
132,2011-01,3536902639.6419,3237079640,Age 30-44
132,2011-01,5701049934.75124,4339202744,Younger than 30
132,2011-01,75122467.9721298,60890576,Age 65 and older
133,2011-02,1995193295.17609,1196742000,Age 45-64
133,2011-02,3553716157.40831,2733871960,Age 30-44
133,2011-02,5811069787.08907,3129458680,Younger than 30
133,2011-02,74878405.2560965,46158928,Age 65 and older
134,2011-03,1986728490.54067,1219388952,Age 45-64
134,2011-03,3477866567.73619,2766293136,Age 30-44
134,2011-03,5633811226.06477,2531892576,Younger than 30
134,2011-03,91272254.4689773,65739888,Age 65 and older
135,2011-04,2196371350.74899,1260114736,Age 45-64
135,2011-04,4152917300.54786,2979619904,Age 30-44
135,2011-04,5913478600.16577,2410374320,Younger than 30
135,2011-04,91350960.3474128,54594864,Age 65 and older
136,2011-05,122484650.210718,97564960,Age 65 and older
136,2011-05,2221197646.32367,1444467856,Age 45-64
136,2011-05,3994204771.22193,3398422624,Age 30-44
136,2011-05,6061925572.62159,3693004928,Younger than 30
137,2011-06,113448544.18985,82221528,Age 65 and older
137,2011-06,2234419205.13717,1563991728,Age 45-64
137,2011-06,3819586110.36587,3544992984,Age 30-44
137,2011-06,5995357356.95878,3918036960,Younger than 30
138,2011-07,2414118315.88269,1878091048,Age 45-64
138,2011-07,4348702293.88221,4012238944,Age 30-44
138,2011-07,5969690194.7356,4483688088,Younger than 30
138,2011-07,75792561.6352059,74290840,Age 65 and older
139,2011-08,2206684607.20486,6524746104,Age 45-64
139,2011-08,4087929204.80872,8298850168,Age 30-44
139,2011-08,5747682075.78807,20441292992,Younger than 30
139,2011-08,99924996.9444814,246005724,Age 65 and older
140,2011-09,2141231827.24354,4908938568,Age 45-64
140,2011-09,3570287413.40631,6112368192,Age 30-44
140,2011-09,5603857577.79577,12887834196,Younger than 30
140,2011-09,86668324.4933026,178733136,Age 65 and older
141,2011-10,1883674069.49121,1810881080,Age 45-64
141,2011-10,3566349429.21971,3549891736,Age 30-44
141,2011-10,5294924342.38915,4836425600,Younger than 30
141,2011-10,82427557.8199303,74686296,Age 65 and older
